node_id,region,cpu_pct,ram_pct,bandwidth_mbps,latency_ms,active_connections,predicted_latency_ms
N010,us-west,52.1,65.3,7650.1,158.86,342,251.92
N003,us-west,55,17.6,6792,5.03,331,23.26
N002,us-east,39,27,2318.9,1.9,306,17.74
N006,us-east,24.1,83.7,8811.1,182.03,171,263.3
N003,ap-northeast,77.3,50.4,9547.8,166.2,771,296.91
N009,us-east,28.3,16.2,1263,60.61,738,109.36
N010,eu-central,36.4,14.9,6721.6,70.91,694,122.04
N011,us-east,77.6,27,8590.1,248.24,985,416.15
N003,us-east,46.9,64.7,2130.2,74.33,620,138.79
N011,us-east,55.5,94.4,7805.4,158.53,283,266.56
N005,us-west,77.3,77.5,3880.6,274.66,361,469.82
N006,sa-east,56.1,86.3,461.6,191.19,298,314.72
N008,eu-central,46,57.9,3248.8,223.23,514,343.36
N009,ap-northeast,46.2,18.1,2573.1,171.88,131,228.5
N004,us-west,35.6,10.1,8822.8,197.36,773,277.78
N004,ap-south,73.1,19.8,5002.4,210.43,405,321.48
N011,sa-east,47.6,43.1,4031,180.79,847,292.14
N005,ap-northeast,88.6,50.2,7948.2,286.06,995,510.4
N008,eu-central,60.7,92.2,1251.1,134.56,530,243.25
N012,us-east,88.9,63.7,9472.2,235.05,39,391.39
N010,eu-central,12.6,56,4523.8,236.06,341,312.05
N008,us-west,71.8,77.2,4183.4,247.43,811,440.48
N012,ap-south,22.4,92.9,6643,262.18,147,380.08
N001,us-east,79.2,29.4,5664.5,101.47,161,159.65
N008,ap-northeast,48.7,84,3793.5,218.79,369,351.78
N008,us-west,20,60.8,5641.7,121.28,883,202.14
N006,us-east,89.7,38.6,1570,237.76,426,396.29
N008,us-west,42.7,57.7,3967.5,194.9,945,321.25
N003,sa-east,65.4,43.9,9894,60.29,613,119.48
N011,eu-central,46.1,60.1,8269.3,182.74,847,303.82
N007,ap-northeast,41.5,36.1,5341.8,263.29,274,363.31
N010,us-west,66.1,9.2,1257,201.98,913,320.58
N007,us-west,45.2,45.7,8267.4,26.17,891,80.62
N003,eu-central,61.6,21.4,1635.8,99.58,328,153.75
N001,eu-central,87.2,9.8,985.1,223.44,843,370.31
N001,ap-south,28.5,63.1,6685.8,278.31,273,390.16
N008,us-west,91.1,78.7,8865.3,265.71,931,503
N012,us-west,89.4,62.9,8376.6,64.89,699,142.45
N002,ap-northeast,85.4,15.5,6327,222.58,222,340.22
N003,eu-central,58.8,33.6,6504,17.86,968,73.51
N007,ap-northeast,47.2,87.2,4801.7,272.42,569,444.34
N008,eu-central,98,43.6,2675.1,121.68,809,239.44
N010,ap-northeast,94.1,63.3,6314.7,36.76,186,71.11
N009,sa-east,61.6,40.6,4592.5,46.24,382,85.84
N005,us-west,95.9,74.9,9519.5,195.95,199,348.78
N008,us-west,76.5,41.9,7069.9,228.13,4,347.45
N001,sa-east,91.4,10.7,8523,100.69,896,195.1
N009,eu-central,27.1,79,7015.7,16.54,631,54.69
N012,ap-northeast,27.3,54.7,8433.9,116.21,110,158.76
N011,us-west,23.8,10.4,8010.6,84.87,63,101.06
N012,ap-northeast,77.4,75.3,2668.9,30.29,146,56.92
N002,ap-northeast,18.6,83.6,742.1,263.66,387,381
N007,us-west,77.9,10.2,5571.1,113.32,73,164.96
N006,sa-east,63.4,76.6,6421.5,156.67,861,289.39
N009,ap-south,18.3,30.4,353.2,188.37,3,224.84
N005,eu-central,57.3,36.1,2060.1,142.33,599,230.18
N010,ap-south,88,47.2,7264,52.37,522,109.75
N001,us-east,78.8,79.2,1981.9,52.31,712,122.33
N003,sa-east,25.8,33.7,4660.8,202.04,955,298.55
N005,ap-northeast,96.1,67.4,9628.6,61.5,650,137.37
N005,ap-south,82.4,77.2,9232,251.56,882,464.04
N003,us-west,46.8,15.3,2091.1,28.66,517,62.68
N012,ap-south,6.9,82.8,7586.4,13.66,69,21.35
N008,us-east,55,57.6,1145.4,298.14,102,442.47
N003,ap-south,47.4,29.9,2377.1,212.6,971,332.73
N007,eu-central,38.1,49.6,2325.9,208.76,889,327.49
N003,ap-south,92.9,70.4,9065.9,39.07,657,99.24
N007,ap-south,74.2,60.4,6537.8,237.57,146,380.84
N012,ap-northeast,46.7,85.5,8347.3,158.05,114,245.7
N002,us-east,45.1,93.2,1710,120.27,560,212.75
N010,us-east,70.3,7.7,750,51.17,920,116.47
N012,us-west,18.2,31.1,8186.4,176.55,468,234.32
N002,sa-east,26.6,42.1,8574.5,165.37,248,222.97
N002,ap-northeast,50.4,55.9,2052.6,96.22,25,139.65
N011,ap-south,7.4,51.3,2443.7,294.88,230,367.72
N007,sa-east,36.3,61.1,6781.1,234.7,314,340.8
N012,us-west,17.3,77,5471.7,155.13,748,245.77
N009,ap-northeast,55.7,83.7,9070.7,127.03,709,233.3
N003,us-east,86.4,91,1379.3,178.49,241,321.79
N001,us-east,79.8,75.8,6512.1,290.12,885,523.43
N005,us-west,16.9,78.3,4271.8,265.94,278,371.72
N007,us-west,71.1,69.9,693.7,213.22,659,371.65
N009,ap-south,26.9,70.1,1442.3,74.71,84,106.42
N006,ap-northeast,85.8,94.3,7983.1,145,216,263.58
N001,us-east,72.4,94.9,9335.1,148.17,244,260.88
N006,ap-northeast,56.3,62.2,3553.5,66.22,531,125.14
N001,sa-east,91.2,50.8,2484.8,191.57,956,359.17
N003,us-west,95.5,13.1,8907.3,77.47,937,164.69
N002,us-west,59.5,93,8322.1,156.28,83,255.37
N003,ap-northeast,12.2,12.1,4728,83.84,230,103.84
N005,ap-south,25.9,9,7906.1,199.43,482,255.34
N011,us-west,93.8,59.9,2253,236.94,310,410.87
N012,ap-south,54.8,32.8,8171,277.89,471,407.96
N009,us-west,95.6,58.4,1261,277.56,589,493.72
N004,sa-east,65.3,58.8,6429,161.41,595,275.5
N009,us-east,26.9,20.4,7988.3,201.71,288,256.96
N002,eu-central,53.7,16.5,6025.3,106.64,950,188.64
N011,sa-east,79.6,88.7,8386.5,66.97,516,139.22
N003,us-east,61.5,31.7,5444.1,134.41,356,207.74
N006,eu-central,64,55.6,8381.3,171.42,934,304.74
N007,ap-south,14.2,73.2,8492.8,29.96,415,60.15
N004,eu-central,74.3,20.5,3343.4,85.81,73,127.2
N012,eu-central,2.2,83.1,7241.4,4.61,519,31.89
N002,sa-east,70.6,11.9,2537.7,67.34,223,104.93
N004,ap-south,38.3,69.5,6548.8,43.81,122,68.45
N006,us-east,50.8,93.8,4939.6,43.12,784,106.75
N012,sa-east,23.3,64.7,9655.3,37.4,124,56.02
N011,sa-east,38.7,77.2,5139.1,165.9,676,274.49
N002,sa-east,87,63.7,518.1,1.09,896,46.6
N005,ap-northeast,16.1,58.4,724.2,273.91,897,394.13
N010,ap-south,6.9,36.2,4932.9,96.76,496,136.57
N012,us-east,59.1,76,7516.3,4.6,637,38.97
N006,ap-northeast,25.9,80.4,2272.2,27.92,403,59.17
N002,us-west,80.1,24.2,1590,90.09,293,148.09
N005,sa-east,31.3,24.7,132.4,206.43,616,286.53
N004,ap-south,55.6,67.6,5892,251.7,613,409.04
N001,sa-east,48.6,17.5,5458.5,159.64,504,232.94
N002,ap-northeast,45,41.3,1677.9,287.21,843,433.52
N001,us-west,96.6,52.9,685,283.4,211,480.81
N003,us-west,79.5,50.3,5363.3,246.24,568,413.81
N002,ap-northeast,58.4,52.1,2147,126.31,106,190.43
N001,ap-northeast,87.3,50.1,5301.5,110.75,216,188.39
N001,us-east,54.9,88.2,1088.3,283.09,545,471.28
N001,ap-south,34.4,80.3,8295.7,129.93,417,207.91
N011,ap-northeast,75.9,37.3,9026.2,122.27,591,213.42
N001,us-east,7.7,12.2,6667.9,113.44,568,150.82
N003,us-west,69.4,66.3,892.1,15.83,445,47.07
N007,us-east,4.9,53.1,5278.5,202.32,159,251.04
N009,ap-northeast,54,87.6,4776.5,23.86,784,76.47
N008,ap-northeast,24.4,26.7,7781.8,258.17,445,334.89
N010,us-west,10.2,37.6,2227,35.23,164,49.64
N008,eu-central,90.3,76.8,3800.4,203.64,909,393.17
N002,us-west,40.8,52.9,2138.7,119.33,766,203.02
N005,ap-northeast,89.9,45.4,727.2,171.68,834,316.53
N002,ap-northeast,17.4,70.4,3348,207.52,226,285.57
N007,eu-central,21.9,75,9974.2,38.29,110,57.56
N007,us-east,82.4,65.7,7027.4,277.79,612,483.68
N003,us-west,25.6,24,589.2,40.11,541,75.5
N008,sa-east,45.3,36.1,4122.9,111.4,727,186.39
N005,us-west,94.5,24.9,5526.1,135.73,679,245.08
N003,us-east,96.4,15.8,6626.6,232.36,181,365.65
N009,ap-northeast,38.8,13.4,2323.1,147.32,186,191.78
N006,us-west,31.4,57.9,4492.9,64.59,787,126.55
N002,us-east,42.5,12.3,5906.9,101.08,918,172.6
N003,eu-central,73.3,60.4,6264.5,45.79,565,100.04
N006,ap-northeast,2.6,86.7,1081.3,272.79,193,364.82
N009,us-east,33.9,45.2,3064.4,242.68,850,362.88
N001,ap-northeast,87.7,20.7,1399.1,66.52,589,129.73
N007,ap-south,16.3,54.9,6598.7,161.79,560,232.58
N001,eu-central,62,38,1209.6,28.52,813,81.62
N009,eu-central,6.3,16.1,6536.7,234.07,970,302.5
N002,sa-east,97.2,49.4,9042.9,97.64,319,177.12
N011,ap-northeast,7.6,31.8,1233.3,14.95,433,38.75
N001,us-east,61,29.2,2327.6,32.1,278,58.91
N002,us-west,82.2,46.3,5620.8,137.72,441,237.63
N008,us-west,73.5,16.5,6188.8,203.47,921,335.49
N005,eu-central,83.2,75.2,7726.5,82.71,29,139.3
N010,ap-south,60.1,79,5850.1,41.96,665,98.87
N009,eu-central,52.3,60.5,3850.8,232.94,362,358.93
N007,us-west,79.2,54.4,1944.1,54.53,182,95.11
N006,ap-northeast,57.7,6.9,5414.7,299.9,715,429.07
N006,us-east,40.2,15.3,5339.8,287.65,806,400.44
N002,us-east,69.4,35,1633.9,289.23,591,452.89
N010,ap-northeast,51.5,81,7906.7,106.8,906,208.44
N001,us-east,90.7,92.1,6900.8,132.89,582,263.05
N004,ap-south,8,49.6,7583.8,147.18,915,223.15
N004,us-east,71.8,94,797.7,224.19,822,416.02
N008,sa-east,84.6,7.6,3456.4,198.9,729,324.52
N005,ap-south,19.2,25.1,4346.9,266.92,959,362.83
N006,sa-east,85.3,23,298.5,156.93,976,284.69
N007,sa-east,42.9,14.8,2310.5,216.37,535,300.21
N007,eu-central,16.1,58,1026.3,170.22,383,235.98
N008,sa-east,51.5,18.3,3929.1,159.81,606,241.01
N002,ap-northeast,42.7,89.1,1135.3,291.84,825,482.07
N008,eu-central,5.7,29.2,3969.7,134.64,817,192.43
N002,eu-central,58.7,25.1,2226.7,96.33,223,143.81
N003,us-east,61.1,20.4,3028.2,49.23,193,77.27
N011,sa-east,6.3,19.4,8450.4,297.89,347,343.89
N006,eu-central,74.4,84.4,7381.2,263.05,818,475.81
N006,sa-east,86.2,34.6,8145,18.17,143,35.25
N007,sa-east,67.5,23.5,5007.2,119.63,38,171.28
N008,sa-east,4.6,60.1,7747.5,129.12,930,204.46
N010,us-east,14.2,14.1,258.9,44.96,304,65.47
N009,us-east,89.8,85.3,9327.2,93.78,212,173.15
N002,sa-east,34.8,8.6,6902.9,39.81,698,82.78
N003,us-west,50.9,66,6798,233.44,283,358.36
N005,sa-east,70.7,20.9,1827.7,139.04,969,246.33
N008,sa-east,64.9,8.6,2620.8,107.16,648,177.41
N012,us-west,83,41.1,6361.8,137.58,507,238.87
N012,us-east,35.4,17.5,9678.9,58.06,270,85.22
N001,sa-east,46.3,26.9,6546,222.98,706,329.89
N001,sa-east,34.6,12.6,4506.1,47.34,818,98.42
N005,eu-central,88.1,48.5,7285,47.11,896,120.28
N002,ap-northeast,47.4,44.1,11.5,48.86,575,96.37
N007,eu-central,20.6,21.8,542.7,238.22,755,317.82
N005,ap-northeast,50.2,44.9,2742.2,107.44,727,186.84
N010,sa-east,17.2,31.7,4795.9,79.22,87,98.75
N008,us-west,31.4,16.8,3067.4,152.84,957,233.24
N005,ap-northeast,56,16.1,6881.1,120.83,935,207.9
N011,us-east,11.5,81.3,5744.6,190.72,248,265.77
N001,sa-east,46.7,52.5,572,179.68,140,260.08
N006,ap-northeast,74.4,21.3,8913.3,161.51,44,235.26
N007,ap-south,40.3,88.3,949,178.72,140,274.34
N001,ap-south,57.3,51.4,3439.4,22.57,705,68.15
N009,ap-northeast,55.5,11.2,2635,85.2,49,114.47
N001,us-east,76.4,78.4,4703.4,209.59,532,371.03
N002,ap-northeast,55.5,7.1,9824.4,143.25,309,201.84
N010,us-west,44.4,32.1,8193.5,232.63,586,338.47
N003,us-east,80.1,34.3,5483.9,97.31,435,169.16
N004,sa-east,33.1,80.2,9874.4,79.42,29,115.25
N005,ap-south,56.9,67.4,3443.1,147.04,234,233.61
N006,ap-northeast,51.2,78.5,4306.2,7.02,212,21.25
N005,sa-east,42.7,75.8,4689.8,279.85,799,450.26
N012,sa-east,78.8,5.5,8453.4,262.29,138,377.34
N003,eu-central,92.6,72.7,7204.4,275.05,687,503.4
N003,sa-east,60.5,57,5612.1,96.1,899,188.38
N012,us-east,77.7,69.5,7505.2,165.41,119,273.94
N007,ap-northeast,51,39.5,4142.4,59.47,204,92.67
N009,us-east,56.3,21.8,329,246.59,383,353.07
N004,us-east,93.3,39.8,2476.3,38.69,449,84.32
N004,us-east,44.2,36.8,1441.8,198.92,404,287.48
N003,eu-central,96.7,8.7,3642.7,247.82,383,393.98
N007,sa-east,72.5,54.7,1098.4,185.53,168,295.01
N006,us-west,63,63,5610,256.51,837,433.03
N009,eu-central,5.8,94.8,3758.9,22.56,81,34.39
N003,eu-central,60.2,20.2,5612.9,4.09,794,45.3
N005,sa-east,96.8,56,499.4,104.07,464,197.07
N012,sa-east,84.2,37.6,1121,13.74,957,69.1
N010,ap-south,79.5,21.6,5877.4,271.4,411,419.37
N007,ap-south,86.9,90.9,3315.4,232.79,901,449.52
N009,us-east,16.7,41.2,7767.8,273.08,910,378.89
N011,sa-east,95.6,86.4,8896.7,87.36,3,154.43
N002,us-west,34.9,94.5,8866.9,131.76,443,218.41
N011,eu-central,72.2,50,3452.3,122.24,162,194.84
N008,eu-central,38.9,31.4,3730,176.57,330,245.89
N011,us-east,67.8,58.5,5535,136.78,79,213.77
N003,eu-central,41.6,71,6777,151.35,480,242.65
N001,sa-east,30.6,10.9,2811.2,108.74,943,176.48
N010,ap-northeast,79.4,18.9,5286.7,296.65,703,468.26
N006,us-west,65.5,15.8,8913,230.71,347,335.77
N011,eu-central,83.6,18.4,143.3,177.62,529,289.21
N008,ap-northeast,86.9,76.5,3338.4,183.6,33,311.84
N007,us-east,62.7,64.1,9396.8,269.84,887,456.44
N003,ap-northeast,34.6,19.7,7326.5,18.53,878,66.85
N010,us-east,10.1,83.8,8563,235.59,512,338.9
N006,sa-east,57.5,9.6,3512.5,90.55,619,150.43
N012,ap-south,64.9,17,6692,293,813,445.33
N011,eu-central,95.3,20,9587,231.41,654,389.8
N007,us-west,3.2,35.3,3844.1,16.61,592,48.43
N008,us-west,90,62.8,2241.4,175.73,70,295.09
N011,ap-northeast,18.8,75.6,18.2,182.92,765,284.46
N003,ap-northeast,86.1,31,4710.6,290.33,482,469.42
N003,sa-east,40.4,88,6891.3,224.77,999,386.06
N005,us-east,10.9,86.1,3446.4,199.38,521,293.52
N004,ap-south,65.3,45.3,8053.3,208.37,128,314.27
N010,ap-northeast,92.6,60.2,4846.9,199.71,842,374.35
N008,sa-east,13,66.3,1020.4,190.65,570,273.68
N011,sa-east,56.6,28,3006,114.16,376,175.92
N003,eu-central,8.5,27.6,5328.3,122.59,631,170.63
N010,ap-south,36.2,12.6,8131.4,134.87,284,179.15
N005,ap-south,2.9,43.3,4765.5,64.01,649,106.63
N001,us-east,70.3,13,2430,127.7,554,205.82
N011,eu-central,41.6,93.3,7274.8,163.51,822,289.47
N003,us-west,76.8,67.2,4165.5,55.36,274,102.72
N009,us-east,65.1,79.4,6786.9,218.15,921,392.94
N012,ap-south,48.4,54.2,319,39.47,116,61.95
N004,us-west,40.3,38.8,6738.3,269.56,120,364.74
N002,eu-central,95.7,67.4,1035.3,99.21,449,191.42
N006,ap-south,58.3,32.1,8187,205.31,556,314.93
N010,eu-central,86.2,64.7,9922.4,3.27,136,12.18
N005,sa-east,27.8,40.8,5479.6,106.26,722,171.58
N003,us-east,76,77.3,5684.9,262.93,299,445.54
N002,ap-northeast,75.4,30.7,1807.2,104.55,565,182.91
N008,sa-east,76.5,15.1,5685.8,166.44,36,240.28
N002,ap-south,60.4,38.3,6909.9,131.45,567,216.28
N005,ap-south,62.4,82.9,6273.2,154.68,13,246.33
N010,ap-northeast,9.3,92.3,5233.3,226.43,474,330.32
N005,sa-east,10.2,71.1,2083.7,184.09,375,255.86
N011,us-west,70.1,63.9,4724.2,219.11,86,346.88
N012,eu-central,65,78.1,9673.6,96.42,476,176.66
N001,us-east,72.7,54.7,9041.4,255,351,411.74
N011,sa-east,36.4,54.7,8047.8,183.42,320,266.25
N002,eu-central,77.1,13.3,9714.1,36.97,556,80.66
N006,ap-south,48.5,91.9,7591,242.02,237,386.7
N004,sa-east,71.2,33,1803.3,132.8,770,233.18
N007,us-east,56.7,22.4,636.6,140.7,985,240.34
N005,us-east,62,46.8,898,28.21,341,58.41
N011,us-east,58.3,66.8,2672.7,7.67,568,40.01
N008,ap-northeast,49.6,26.3,5352,89.06,329,135.4
N009,us-west,76.6,51.7,4051,12.22,57,21.86
N005,ap-northeast,14.5,76.4,2819.1,123.9,634,196.14
N011,eu-central,16.9,66.6,7219.9,118.43,42,156.83
N001,eu-central,6.8,35.2,3778.2,251.08,826,330.38
N006,us-east,29.8,80.1,6561.6,292.3,15,414.65
N011,us-east,48.2,61.8,1591.6,42.86,524,88.22
N010,us-east,88.6,57.8,6659.1,102.45,696,202.37
N009,us-east,62.2,93.9,168.3,86.5,437,162.33
N003,ap-south,57.4,73.1,2845.8,99.1,198,161.59
N008,eu-central,69.6,78.5,7221.1,81.22,753,168.39
N008,us-east,55.9,32.4,7714.4,92.93,239,140.89
N004,ap-northeast,4.6,25.9,6347,228.67,531,280.22
N007,us-east,97.3,45.3,8859.5,175,847,328.91
N009,ap-northeast,33.7,41.6,7163.8,273.36,329,373.78
N004,us-west,55.7,72.9,908.1,162.26,196,256.68
N009,eu-central,70.9,22.2,2846.8,12.61,266,31.31
N005,us-west,45.9,28.6,1188.7,156.9,773,246.52
N011,sa-east,78.8,59.5,6178.3,171.39,478,296.81
N012,eu-central,6.5,47.2,1698.4,186.83,698,257.2
N005,us-east,89.4,29.6,3074.4,72.84,688,146.99
N007,us-west,92.3,46.5,1188.9,58.02,159,101.74
N002,us-east,95.4,25.1,6667.9,261.92,886,453.07
N011,us-east,85,65.7,6882.7,288.5,86,478.59
N011,ap-south,93,49.4,3841.3,194.03,367,334.55
N011,ap-northeast,47.2,30.8,4746,158.24,859,254.78
N005,us-east,46.4,78,1657.7,247.3,359,386.92
N001,us-east,6.1,87.7,5803.7,77.99,924,149.37
N005,ap-south,8.3,28.3,2574.9,266.13,737,339.13
N009,eu-central,54.7,51.2,1942.4,88.72,35,129.88
N007,ap-northeast,75.7,8.8,139.3,280.15,957,442.25
N002,us-east,64.8,31.8,776.3,28.43,53,43.3
N009,us-east,95,65,3516.7,207.69,959,399.29
N001,us-east,36.8,21.1,8522.7,271.97,434,362.84
N001,us-west,50.5,67.8,4079.1,211.78,724,349.32
N012,ap-south,35.1,64.1,2995.8,56.28,434,99.88
N005,eu-central,42.6,43.1,3756.2,31.68,180,51.98
N005,sa-east,68.7,11.6,463.8,16.38,432,44.24
N006,ap-northeast,10.9,8,4340.6,46.32,937,96.93
N005,ap-northeast,56.3,57.6,8799.2,260.08,176,392.03
N007,us-east,82.2,67.1,8680.8,196.17,999,370.62
N010,us-west,22.7,56.7,8114,222.12,502,314.41
N005,us-west,89.5,84.2,6769.3,227.95,19,394.89
N001,eu-central,13.2,17.5,4824.4,284.55,465,343.18
N008,eu-central,77.1,84,7839.8,269.12,975,496.97
N010,us-west,26.4,67.4,2162.4,146.1,989,247.66
N008,us-west,22.1,76.7,6297.4,197.34,106,274.9
N011,us-west,66.3,83.3,4801.1,19.24,388,50.36
N005,us-east,21.8,23.5,5613.1,240.98,376,304.92
N003,us-east,95.1,17,1740.2,44.12,896,112.4
N001,us-east,97.4,84.7,9958.2,123.5,808,258.91
N003,us-west,74.2,10.6,804.5,243.09,652,374.47
N001,ap-northeast,75.6,91.6,2572.2,73.95,522,150.58
N001,ap-northeast,88.5,94.7,504.4,110.57,378,213.3
N001,ap-northeast,40.6,29,6087.1,143.24,177,195.01
N004,sa-east,64.4,57.5,4732.8,235.21,348,373.43
N009,ap-northeast,29.6,71.4,9216.6,196.52,236,284.18
N009,us-east,61.6,80.2,8446.7,288.2,578,482.91
N002,us-west,5.4,58.1,1709.1,228.46,911,324.42
N003,sa-east,53.3,72.9,4488.7,175.51,847,307.28
N004,us-west,88,19.3,8617.8,68.58,617,134.02
N001,ap-south,22.4,13.9,3362.6,271.13,198,323.96
N009,eu-central,96,57.3,608.3,215.73,375,379.23
N002,us-east,22.7,68.1,2924.7,192.75,273,272.03
N003,us-east,4.9,39.9,3620.6,143.77,257,179.26
N004,us-west,49.6,92.2,2026.9,136.23,263,225.03
N011,sa-east,6.5,12.8,2554.1,232.98,994,300.19
N009,us-west,62.8,49.7,6237.9,197.55,657,325.16
N009,ap-south,37,82.6,4045.3,220.14,924,367.68
N012,us-east,56.5,76.3,734.2,138.01,890,256.6
N008,ap-northeast,8.3,52.8,9838.1,249.36,434,325.3
N001,eu-central,27.9,57,7661.7,187.14,282,262.9
N001,us-west,33,62.5,45.9,102.38,901,185.65
N003,ap-northeast,2.8,13.2,5109,259.36,497,299.25
N008,sa-east,58.6,47.1,9298.1,189.45,694,309.4
N006,sa-east,19.2,90.9,9407.4,85.48,60,122.59
N003,sa-east,47.2,13.9,8875.7,50.67,863,108.13
N004,us-west,11.9,58.4,5510.2,132.63,329,182.79
N003,us-west,45.5,45.4,7992,231.47,894,363.86
N003,ap-northeast,14.8,43.3,6816.8,154.79,566,216.89
N008,ap-northeast,57.8,51.5,692.2,269.54,58,396.61
N003,ap-northeast,46.2,15.8,4058.5,53.65,672,102.47
N002,sa-east,32.5,68.9,5861.6,97.11,815,175.94
N003,ap-south,34.7,26.5,3179.8,132.44,449,189.57
N011,ap-south,13.5,22,5763.9,227.03,21,260.05
N006,us-west,29.6,73.5,9223.1,253.85,329,370.06
N003,sa-east,15.1,5,1883.8,214.89,484,258.9
N002,ap-south,30.9,84.6,3145.8,19.08,231,38.96
N004,us-east,58.2,79.1,995.1,116.18,261,193.67
N006,ap-northeast,54.3,74.7,6055.6,21.67,913,78.6
N006,us-east,47.8,87.7,1552.2,28.16,428,64.52
N007,ap-south,13.3,34,1104.2,17.76,357,38.8
N009,ap-south,64.9,39.6,202.7,86,546,152.56
N002,ap-south,69.3,26.9,1029.8,66.88,657,128.9
N010,ap-south,27.8,6.3,4550.8,277.56,715,357.72
N010,us-west,2.1,78.5,3154.7,199.97,773,293.05
N012,ap-northeast,23.6,86.3,5533.1,230.36,576,352.61
N005,us-west,84.8,52.5,3328.4,6.28,784,49.24
N011,ap-south,6.2,6.5,5139.7,156.64,531,191.44
N004,ap-south,19.4,28.9,1289.7,214.27,84,259.9
N009,ap-south,21.4,20.3,8071,159.72,570,216.12
N006,us-west,8.3,31.2,2567.6,58.5,0,67.01
N004,sa-east,4,32.2,2796.3,78.46,801,128.5
N012,ap-south,63.9,16.4,689.3,81.66,206,122.51
N009,us-east,7.1,36.6,1572,80.67,950,140.88
N012,us-west,92.7,11.8,8501.6,166.93,287,265.22
N002,us-west,85,41.4,3541,226.6,447,376.53
N007,eu-central,72.2,19.3,6570.4,223.74,208,329.3
N012,us-east,37.1,10.8,4012.7,259.33,980,365.77
N010,us-west,29.9,71.7,3069.7,59.46,380,101.56
N001,sa-east,30.6,8.7,9961.8,184.09,328,233.99
N009,us-west,55.8,54.5,9680,85.78,422,146.4
N011,ap-south,58.3,48,5883.5,61.64,978,138.37
N006,sa-east,82.9,88.3,5164.2,27.19,364,64.66
N009,eu-central,64.3,37.4,9665.2,248.02,519,384.63
N005,ap-northeast,77.7,68,2084.4,163.02,665,296.55
N003,ap-south,87.3,36.4,3449.2,33.57,953,99.95
N002,eu-central,69.7,60.3,3727.1,101.18,541,183.83
N004,ap-northeast,19,29,2115.8,170.69,926,249.71
N010,ap-northeast,59.9,8.2,7395.1,113.56,405,170.93
N001,ap-northeast,22.1,94.8,2735.4,156.03,374,241.28
N004,ap-northeast,68.5,69.6,9777.6,147.11,632,263.22
N007,sa-east,56.6,26.1,592.3,289.6,673,430.4
N011,sa-east,39.2,65.3,9678.7,6.22,99,13.74
N008,sa-east,38.2,69.1,369.1,82.93,935,164.62
N005,sa-east,34.7,46.2,2850.5,72.54,815,137.05
N012,ap-south,66.3,93.8,2047.4,257.8,898,468.77
N005,ap-south,97.6,40.5,6302.4,16.24,185,35.61
N008,us-west,16.1,42.9,1697.5,52.87,726,100.99
N005,ap-northeast,17.1,40.4,4873.9,193.13,571,264.2
N010,ap-south,11.6,76.3,4035.7,287.3,191,386.58
N011,ap-south,49,20.2,1831.3,140.27,997,233.93
N001,sa-east,85.6,65.6,8378.8,255.51,432,442.34
N002,us-west,17.8,89.4,1805.3,194.28,806,309.77
N006,ap-northeast,29.5,89,8356.5,87.33,72,129.72
N007,eu-central,26.1,13,6094.7,38.18,373,63.47
N010,eu-central,9.3,49.4,4009.1,176.73,752,251.65
N010,sa-east,83.9,31.4,5045.1,238.18,158,370.93
N007,us-west,58.6,21.4,8255.9,248.88,377,358.41
N012,ap-south,18.6,34.2,6980.8,69.47,978,132.75
N001,us-west,8.7,13.3,9158,49.17,997,103.34
N006,sa-east,94,16.4,4055,168.87,589,286.92
N010,ap-south,70.7,86.2,3481.6,241.4,72,399.7
N005,ap-northeast,93.4,17.9,3021.2,297.51,626,485.5
N009,us-west,74.5,91.1,5724.6,2.96,106,10.26
N007,us-west,8.3,64.8,9962.2,295.8,751,409.52
N003,sa-east,40.3,63.4,594,160.42,495,251.4
N009,eu-central,80,64.7,9400,133.9,151,223.89
N011,us-east,87.8,39,6292.3,203.56,537,346.24
N010,eu-central,26.4,44.4,8537,237.28,995,353.47
N005,sa-east,31.2,25.8,8641.1,6.19,124,13.89
N010,us-east,27.9,87.9,9619.6,69,486,123.14
N008,ap-south,39.7,70.7,5457.5,247.41,427,376.18
N011,us-east,97.6,22.1,9064.1,147.57,176,239.26
N004,us-east,33.2,71.8,3907.5,164.57,723,267.43
N005,us-west,32.3,41.4,6220.6,213.04,583,306
N011,ap-northeast,48.8,84.4,7007.2,160.25,592,274.03
N005,sa-east,29.9,20.4,605.3,212.6,762,296.94
N012,us-east,78.1,84.1,3231.1,267.05,66,449.5
N012,ap-south,49.4,79.3,6281.6,201.07,273,317.53
N010,sa-east,64.8,49,8004.5,1.14,158,9.6
N003,ap-northeast,46.6,33.6,6420.7,42.44,881,101.13
N004,ap-northeast,12.8,35.3,6399.3,47.38,915,101.74
N006,us-east,18.9,75.1,3031.2,65.46,142,95.13
N002,us-west,33.4,36.9,7416.9,66.2,429,106.85
N003,ap-northeast,15.6,14.1,6503.8,117.78,585,161.75
N010,us-east,45.7,65.9,4659.2,69.27,150,107.81
N006,us-west,54.5,91.6,7541.7,40.23,296,78.28
N009,eu-central,15.5,92.4,1834.6,93.19,129,135.56
N007,sa-east,12.5,64.8,778.1,141.87,140,188.38
N006,ap-northeast,94.1,55.1,9185,94.59,478,180.37
N012,us-east,44.4,6.5,3653,279.48,521,373.63
N001,us-west,63.1,15.8,1789.8,283.16,789,426.86
N012,us-east,24.8,79.4,8629.5,140.37,912,240.53
